.artifacts/analysis-2025/01-SCAN-RESULTS.md → .cursor/ai-driven-workflow/ | reference | References .cursor/ai-driven-workflow/
.cursor/ai-driven-workflow/18-performance-optimization.md → scripts/validate_gate_14_diagnostics.py | call | Executes scripts/validate_gate_14_diagnostics.py
.cursor/ai-driven-workflow/18-performance-optimization.md → scripts/validate_gate_14_governance.py | call | Executes scripts/validate_gate_14_governance.py
.cursor/ai-driven-workflow/18-performance-optimization.md → scripts/validate_gate_14_optimization.py | call | Executes scripts/validate_gate_14_optimization.py
.cursor/ai-driven-workflow/18-performance-optimization.md → scripts/validate_prerequisites_14.py | call | Executes scripts/validate_prerequisites_14.py
.cursor/ai-driven-workflow/18-performance-optimization.md → validate_gate_14_baseline.py | reference | Mentions validator validate_gate_14_baseline.py
.cursor/ai-driven-workflow/18-performance-optimization.md → validate_gate_14_diagnostics.py | reference | Mentions validator validate_gate_14_diagnostics.py
.cursor/ai-driven-workflow/18-performance-optimization.md → validate_gate_14_governance.py | reference | Mentions validator validate_gate_14_governance.py
.cursor/ai-driven-workflow/18-performance-optimization.md → validate_gate_14_optimization.py | reference | Mentions validator validate_gate_14_optimization.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → .cursor/ai-driven-workflow/20-project-closure.md | reference | References .cursor/ai-driven-workflow/20-project-closure.md
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → ai-driven-workflow/20-project-closure.md | reference | References ai-driven-workflow/20-project-closure.md
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → scripts/aggregate_evidence_16.py | call | Executes scripts/aggregate_evidence_16.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → scripts/check_doc_style.py | call | Executes scripts/check_doc_style.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → scripts/export_sequence_diagrams.py | call | Executes scripts/export_sequence_diagrams.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → scripts/run_protocol_16_gates.py | call | Executes scripts/run_protocol_16_gates.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → scripts/validate_gate_16_completeness.py | call | Executes scripts/validate_gate_16_completeness.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → scripts/validate_gate_16_enablement.py | call | Executes scripts/validate_gate_16_enablement.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → scripts/validate_gate_16_publication.py | call | Executes scripts/validate_gate_16_publication.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → scripts/validate_prerequisites_16.py | call | Executes scripts/validate_prerequisites_16.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → validate_gate_16_completeness.py | reference | Mentions validator validate_gate_16_completeness.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → validate_gate_16_enablement.py | reference | Mentions validator validate_gate_16_enablement.py
.cursor/ai-driven-workflow/19-documentation-knowledge-transfer.md → validate_gate_16_publication.py | reference | Mentions validator validate_gate_16_publication.py
.cursor/ai-driven-workflow/20-project-closure.md → .cursor/ai-driven-workflow/21-maintenance-support.md | reference | References .cursor/ai-driven-workflow/21-maintenance-support.md
.cursor/ai-driven-workflow/20-project-closure.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.cursor/ai-driven-workflow/20-project-closure.md → ai-driven-workflow/21-maintenance-support.md | reference | References ai-driven-workflow/21-maintenance-support.md
.cursor/ai-driven-workflow/20-project-closure.md → scripts/aggregate_evidence_17.py | call | Executes scripts/aggregate_evidence_17.py
.cursor/ai-driven-workflow/20-project-closure.md → scripts/run_protocol_17_gates.py | call | Executes scripts/run_protocol_17_gates.py
.cursor/ai-driven-workflow/20-project-closure.md → scripts/validate_gate_17_deliverables.py | call | Executes scripts/validate_gate_17_deliverables.py
.cursor/ai-driven-workflow/20-project-closure.md → scripts/validate_gate_17_governance.py | call | Executes scripts/validate_gate_17_governance.py
.cursor/ai-driven-workflow/20-project-closure.md → scripts/validate_gate_17_handover.py | call | Executes scripts/validate_gate_17_handover.py
.cursor/ai-driven-workflow/20-project-closure.md → scripts/validate_prerequisites_17.py | call | Executes scripts/validate_prerequisites_17.py
.cursor/ai-driven-workflow/20-project-closure.md → validate_gate_17_deliverables.py | reference | Mentions validator validate_gate_17_deliverables.py
.cursor/ai-driven-workflow/20-project-closure.md → validate_gate_17_governance.py | reference | Mentions validator validate_gate_17_governance.py
.cursor/ai-driven-workflow/20-project-closure.md → validate_gate_17_handover.py | reference | Mentions validator validate_gate_17_handover.py
.cursor/ai-driven-workflow/21-maintenance-support.md → .cursor/ai-driven-workflow/22-implementation-retrospective.md | reference | References .cursor/ai-driven-workflow/22-implementation-retrospective.md
.cursor/ai-driven-workflow/21-maintenance-support.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.cursor/ai-driven-workflow/21-maintenance-support.md → ai-driven-workflow/22-implementation-retrospective.md | reference | References ai-driven-workflow/22-implementation-retrospective.md
.cursor/ai-driven-workflow/21-maintenance-support.md → scripts/aggregate_evidence_18.py | call | Executes scripts/aggregate_evidence_18.py
.cursor/ai-driven-workflow/21-maintenance-support.md → scripts/discover_automation_candidates.py | call | Executes scripts/discover_automation_candidates.py
.cursor/ai-driven-workflow/21-maintenance-support.md → scripts/run_protocol_18_gates.py | call | Executes scripts/run_protocol_18_gates.py
.cursor/ai-driven-workflow/21-maintenance-support.md → scripts/validate_gate_18_approvals.py | call | Executes scripts/validate_gate_18_approvals.py
.cursor/ai-driven-workflow/21-maintenance-support.md → scripts/validate_gate_18_backlog.py | call | Executes scripts/validate_gate_18_backlog.py
.cursor/ai-driven-workflow/21-maintenance-support.md → scripts/validate_gate_18_governance.py | call | Executes scripts/validate_gate_18_governance.py
.cursor/ai-driven-workflow/21-maintenance-support.md → scripts/validate_prerequisites_18.py | call | Executes scripts/validate_prerequisites_18.py
.cursor/ai-driven-workflow/21-maintenance-support.md → validate_gate_18_approvals.py | reference | Mentions validator validate_gate_18_approvals.py
.cursor/ai-driven-workflow/21-maintenance-support.md → validate_gate_18_backlog.py | reference | Mentions validator validate_gate_18_backlog.py
.cursor/ai-driven-workflow/21-maintenance-support.md → validate_gate_18_governance.py | reference | Mentions validator validate_gate_18_governance.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → .cursor/ai-driven-workflow/23-script-governance-protocol.md | reference | References .cursor/ai-driven-workflow/23-script-governance-protocol.md
.cursor/ai-driven-workflow/22-implementation-retrospective.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.cursor/ai-driven-workflow/22-implementation-retrospective.md → ai-driven-workflow/23-script-governance-protocol.md | reference | References ai-driven-workflow/23-script-governance-protocol.md
.cursor/ai-driven-workflow/22-implementation-retrospective.md → scripts/aggregate_evidence_5.py | call | Executes scripts/aggregate_evidence_5.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → scripts/generate_retrospective_report.py | call | Executes scripts/generate_retrospective_report.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → scripts/run_protocol_5_gates.py | call | Executes scripts/run_protocol_5_gates.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → scripts/validate_gate_5_action_plan.py | call | Executes scripts/validate_gate_5_action_plan.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → scripts/validate_gate_5_integration.py | call | Executes scripts/validate_gate_5_integration.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → scripts/validate_gate_5_participation.py | call | Executes scripts/validate_gate_5_participation.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → scripts/validate_prerequisites_5.py | call | Executes scripts/validate_prerequisites_5.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → validate_gate_5_action_plan.py | reference | Mentions validator validate_gate_5_action_plan.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → validate_gate_5_integration.py | reference | Mentions validator validate_gate_5_integration.py
.cursor/ai-driven-workflow/22-implementation-retrospective.md → validate_gate_5_participation.py | reference | Mentions validator validate_gate_5_participation.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → .cursor/ai-driven-workflow/12-quality-audit.md | reference | References .cursor/ai-driven-workflow/12-quality-audit.md
.cursor/ai-driven-workflow/23-script-governance-protocol.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.cursor/ai-driven-workflow/23-script-governance-protocol.md → .cursor/context-kit/quality-audit-summary.json | reference | References .cursor/context-kit/quality-audit-summary.json
.cursor/ai-driven-workflow/23-script-governance-protocol.md → .cursor/context-kit/script-compliance.json | reference | References .cursor/context-kit/script-compliance.json
.cursor/ai-driven-workflow/23-script-governance-protocol.md → ai-driven-workflow/12-quality-audit.md | reference | References ai-driven-workflow/12-quality-audit.md
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/aggregate_evidence_8.py | call | Executes scripts/aggregate_evidence_8.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/auto_register_scripts.py | call | Executes scripts/auto_register_scripts.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/generate_protocol_23_artifacts.py | call | Executes scripts/generate_protocol_23_artifacts.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/run_protocol_8_gates.py | call | Executes scripts/run_protocol_8_gates.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/validate_gate_8_artifacts.py | call | Executes scripts/validate_gate_8_artifacts.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/validate_gate_8_inventory.py | call | Executes scripts/validate_gate_8_inventory.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/validate_gate_8_reporting.py | call | Executes scripts/validate_gate_8_reporting.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/validate_gate_8_static.py | call | Executes scripts/validate_gate_8_static.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/validate_prerequisites_8.py | call | Executes scripts/validate_prerequisites_8.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → scripts/validate_script_registry.py | call | Executes scripts/validate_script_registry.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → validate_gate_8_artifacts.py | reference | Mentions validator validate_gate_8_artifacts.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → validate_gate_8_inventory.py | reference | Mentions validator validate_gate_8_inventory.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → validate_gate_8_reporting.py | reference | Mentions validator validate_gate_8_reporting.py
.cursor/ai-driven-workflow/23-script-governance-protocol.md → validate_gate_8_static.py | reference | Mentions validator validate_gate_8_static.py
.cursor/ai-driven-workflow/24-client-discovery-ALTERNATE-TRACK.md → .cursor/ai-driven-workflow/03-project-brief-creation.md | reference | References .cursor/ai-driven-workflow/03-project-brief-creation.md
.cursor/ai-driven-workflow/24-client-discovery-ALTERNATE-TRACK.md → .cursor/context-kit/ | reference | References .cursor/context-kit/
.cursor/ai-driven-workflow/24-client-discovery-ALTERNATE-TRACK.md → ai-driven-workflow/03-project-brief-creation.md | reference | References ai-driven-workflow/03-project-brief-creation.md
.cursor/ai-driven-workflow/24-client-discovery-ALTERNATE-TRACK.md → scripts/aggregate_evidence_00CD.py | call | Executes scripts/aggregate_evidence_00CD.py
.cursor/ai-driven-workflow/24-client-discovery-ALTERNATE-TRACK.md → scripts/run_protocol_00CD_gates.py | call | Executes scripts/run_protocol_00CD_gates.py
